Treatment;Repetition;Day;Replicate;Fruit;spots_per_fruit;Treatment/Day;s.r.spots;Treatment.Day
control ;2;7;2;2;106;Control;10,29563014;Control7
control ;2;7;2;3;89;Control;9,433981132;Control7
control ;2;7;2;4;97;Control;9,848857802;Control7
control ;2;7;2;5;73;Control;8,544003745;Control7
control ;2;7;3;1;76;Control;8,717797887;Control7
control ;2;7;3;2;83;Control;9,110433579;Control7
control ;2;7;3;3;62;Control;7,874007874;Control7
control ;2;7;3;4;57;Control;7,549834435;Control7
control ;2;7;3;5;83;Control;9,110433579;Control7
control ;2;7;4;1;45;Control;6,708203932;Control7
control ;2;7;4;2;63;Control;7,937253933;Control7
control ;2;7;4;3;68;Control;8,246211251;Control7
control ;2;7;4;4;73;Control;8,544003745;Control7
control ;2;7;4;5;59;Control;7,681145748;Control7
control ;2;15;1;1;97;Control;9,848857802;Control15
control ;2;15;1;2;91;Control;9,539392014;Control15
control ;2;15;1;3;79;Control;8,888194417;Control15
control ;2;15;1;4;70;Control;8,366600265;Control15
control ;2;15;1;5;74;Control;8,602325267;Control15
control ;2;15;2;1;87;Control;9,327379053;Control15
control ;2;15;2;2;81;Control;9;Control15
control ;2;15;2;3;114;Control;10,67707825;Control15
control ;2;15;2;4;68;Control;8,246211251;Control15
control ;2;15;2;5;85;Control;9,219544457;Control15
control ;2;15;3;1;69;Control;8,306623863;Control15
control ;2;15;3;2;90;Control;9,486832981;Control15
control ;2;15;3;3;87;Control;9,327379053;Control15
control ;2;15;3;4;70;Control;8,366600265;Control15
control ;2;15;3;5;39;Control;6,244997998;Control15
control ;2;15;4;1;45;Control;6,708203932;Control15
control ;2;15;4;2;100;Control;10;Control15
control ;2;15;4;3;102;Control;10,09950494;Control15
control ;2;15;4;4;68;Control;8,246211251;Control15
control ;2;15;4;5;72;Control;8,485281374;Control15
